Year_Numeric,Sem_Numeric,College,Course,Year_Level,Year_Level_Num,Perf_Band,Count,Total,Pct
2022.0,1,CEA,Bachelor of Science in Mechanical Engineering,2nd Year,2,Excellent,7,152,4.61
2022.0,1,CEA,Bachelor of Science in Mechanical Engineering,2nd Year,2,Failing,4,152,2.63
2022.0,1,CEA,Bachelor of Science in Mechanical Engineering,2nd Year,2,Good,106,152,69.74
2022.0,2,CEA,Bachelor of Science in Mechanical Engineering,2nd Year,2,Average,41,151,27.15
2022.0,2,CEA,Bachelor of Science in Mechanical Engineering,2nd Year,2,Below Average,9,151,5.96
2022.0,2,CEA,Bachelor of Science in Mechanical Engineering,2nd Year,2,Excellent,14,151,9.27
2022.0,2,CEA,Bachelor of Science in Mechanical Engineering,2nd Year,2,Failing,7,151,4.64
2022.0,2,CEA,Bachelor of Science in Mechanical Engineering,2nd Year,2,Good,80,151,52.98
2023.0,1,CEA,Bachelor of Science in Mechanical Engineering,2nd Year,2,Average,29,128,22.66
2023.0,1,CEA,Bachelor of Science in Mechanical Engineering,2nd Year,2,Below Average,3,128,2.34
2023.0,1,CEA,Bachelor of Science in Mechanical Engineering,2nd Year,2,Excellent,4,128,3.12
2023.0,1,CEA,Bachelor of Science in Mechanical Engineering,2nd Year,2,Failing,2,128,1.56
2023.0,1,CEA,Bachelor of Science in Mechanical Engineering,2nd Year,2,Good,90,128,70.31
2023.0,2,CEA,Bachelor of Science in Mechanical Engineering,2nd Year,2,Average,29,128,22.66
2023.0,2,CEA,Bachelor of Science in Mechanical Engineering,2nd Year,2,Below Average,4,128,3.12
2023.0,2,CEA,Bachelor of Science in Mechanical Engineering,2nd Year,2,Excellent,25,128,19.53
2023.0,2,CEA,Bachelor of Science in Mechanical Engineering,2nd Year,2,Failing,2,128,1.56
2023.0,2,CEA,Bachelor of Science in Mechanical Engineering,2nd Year,2,Good,68,128,53.12
2024.0,1,CEA,Bachelor of Science in Mechanical Engineering,2nd Year,2,Average,92,208,44.23
2024.0,1,CEA,Bachelor of Science in Mechanical Engineering,2nd Year,2,Below Average,11,208,5.29
2024.0,1,CEA,Bachelor of Science in Mechanical Engineering,2nd Year,2,Excellent,4,208,1.92
2024.0,1,CEA,Bachelor of Science in Mechanical Engineering,2nd Year,2,Failing,3,208,1.44
2024.0,1,CEA,Bachelor of Science in Mechanical Engineering,2nd Year,2,Good,98,208,47.12
2024.0,2,CEA,Bachelor of Science in Mechanical Engineering,2nd Year,2,Average,34,208,16.35
2024.0,2,CEA,Bachelor of Science in Mechanical Engineering,2nd Year,2,Below Average,1,208,0.48
2024.0,2,CEA,Bachelor of Science in Mechanical Engineering,2nd Year,2,Excellent,49,208,23.56
2024.0,2,CEA,Bachelor of Science in Mechanical Engineering,2nd Year,2,Failing,2,208,0.96
2024.0,2,CEA,Bachelor of Science in Mechanical Engineering,2nd Year,2,Good,122,208,58.65
2022.0,1,CEA,Bachelor of Science in Mechanical Engineering,3rd Year,3,Average,16,111,14.41
2022.0,1,CEA,Bachelor of Science in Mechanical Engineering,3rd Year,3,Excellent,31,111,27.93
2022.0,1,CEA,Bachelor of Science in Mechanical Engineering,3rd Year,3,Failing,4,111,3.6
2022.0,1,CEA,Bachelor of Science in Mechanical Engineering,3rd Year,3,Good,60,111,54.05
2022.0,2,CEA,Bachelor of Science in Mechanical Engineering,3rd Year,3,Average,32,111,28.83
2022.0,2,CEA,Bachelor of Science in Mechanical Engineering,3rd Year,3,Below Average,3,111,2.7
2022.0,2,CEA,Bachelor of Science in Mechanical Engineering,3rd Year,3,Excellent,12,111,10.81
2022.0,2,CEA,Bachelor of Science in Mechanical Engineering,3rd Year,3,Failing,4,111,3.6
2022.0,2,CEA,Bachelor of Science in Mechanical Engineering,3rd Year,3,Good,60,111,54.05
2023.0,1,CEA,Bachelor of Science in Mechanical Engineering,3rd Year,3,Average,78,144,54.17
2023.0,1,CEA,Bachelor of Science in Mechanical Engineering,3rd Year,3,Below Average,16,144,11.11
2023.0,1,CEA,Bachelor of Science in Mechanical Engineering,3rd Year,3,Excellent,6,144,4.17
2023.0,1,CEA,Bachelor of Science in Mechanical Engineering,3rd Year,3,Failing,5,144,3.47
2023.0,1,CEA,Bachelor of Science in Mechanical Engineering,3rd Year,3,Good,39,144,27.08
2023.0,2,CEA,Bachelor of Science in Mechanical Engineering,3rd Year,3,Average,59,142,41.55
2023.0,2,CEA,Bachelor of Science in Mechanical Engineering,3rd Year,3,Below Average,22,142,15.49
2023.0,2,CEA,Bachelor of Science in Mechanical Engineering,3rd Year,3,Excellent,3,142,2.11
2023.0,2,CEA,Bachelor of Science in Mechanical Engineering,3rd Year,3,Failing,5,142,3.52
2023.0,2,CEA,Bachelor of Science in Mechanical Engineering,3rd Year,3,Good,53,142,37.32
2024.0,1,CEA,Bachelor of Science in Mechanical Engineering,3rd Year,3,Average,80,127,62.99
2024.0,1,CEA,Bachelor of Science in Mechanical Engineering,3rd Year,3,Below Average,14,127,11.02
2024.0,1,CEA,Bachelor of Science in Mechanical Engineering,3rd Year,3,Excellent,3,127,2.36
2024.0,1,CEA,Bachelor of Science in Mechanical Engineering,3rd Year,3,Failing,8,127,6.3
2024.0,1,CEA,Bachelor of Science in Mechanical Engineering,3rd Year,3,Good,22,127,17.32
2024.0,2,CEA,Bachelor of Science in Mechanical Engineering,3rd Year,3,Average,38,125,30.4
2024.0,2,CEA,Bachelor of Science in Mechanical Engineering,3rd Year,3,Below Average,18,125,14.4
2024.0,2,CEA,Bachelor of Science in Mechanical Engineering,3rd Year,3,Excellent,13,125,10.4
2024.0,2,CEA,Bachelor of Science in Mechanical Engineering,3rd Year,3,Failing,3,125,2.4
2024.0,2,CEA,Bachelor of Science in Mechanical Engineering,3rd Year,3,Good,53,125,42.4
2022.0,1,CEA,Bachelor of Science in Mechanical Engineering,4th Year,4,Average,31,128,24.22
2022.0,1,CEA,Bachelor of Science in Mechanical Engineering,4th Year,4,Below Average,7,128,5.47
2022.0,1,CEA,Bachelor of Science in Mechanical Engineering,4th Year,4,Excellent,11,128,8.59
2022.0,1,CEA,Bachelor of Science in Mechanical Engineering,4th Year,4,Failing,2,128,1.56
2022.0,1,CEA,Bachelor of Science in Mechanical Engineering,4th Year,4,Good,77,128,60.16
2022.0,2,CEA,Bachelor of Science in Mechanical Engineering,4th Year,4,Average,25,128,19.53
2022.0,2,CEA,Bachelor of Science in Mechanical Engineering,4th Year,4,Below Average,1,128,0.78
2022.0,2,CEA,Bachelor of Science in Mechanical Engineering,4th Year,4,Excellent,3,128,2.34
2022.0,2,CEA,Bachelor of Science in Mechanical Engineering,4th Year,4,Failing,1,128,0.78
2022.0,2,CEA,Bachelor of Science in Mechanical Engineering,4th Year,4,Good,98,128,76.56
2023.0,1,CEA,Bachelor of Science in Mechanical Engineering,4th Year,4,Average,53,107,49.53
2023.0,1,CEA,Bachelor of Science in Mechanical Engineering,4th Year,4,Below Average,8,107,7.48
2023.0,1,CEA,Bachelor of Science in Mechanical Engineering,4th Year,4,Excellent,1,107,0.93
2023.0,1,CEA,Bachelor of Science in Mechanical Engineering,4th Year,4,Failing,2,107,1.87
2023.0,1,CEA,Bachelor of Science in Mechanical Engineering,4th Year,4,Good,43,107,40.19
2023.0,2,CEA,Bachelor of Science in Mechanical Engineering,4th Year,4,Average,9,106,8.49
2023.0,2,CEA,Bachelor of Science in Mechanical Engineering,4th Year,4,Below Average,5,106,4.72
2023.0,2,CEA,Bachelor of Science in Mechanical Engineering,4th Year,4,Excellent,4,106,3.77
2023.0,2,CEA,Bachelor of Science in Mechanical Engineering,4th Year,4,Good,88,106,83.02
2024.0,1,CEA,Bachelor of Science in Mechanical Engineering,4th Year,4,Average,52,133,39.1
2024.0,1,CEA,Bachelor of Science in Mechanical Engineering,4th Year,4,Below Average,10,133,7.52
2024.0,1,CEA,Bachelor of Science in Mechanical Engineering,4th Year,4,Excellent,5,133,3.76
2024.0,1,CEA,Bachelor of Science in Mechanical Engineering,4th Year,4,Failing,7,133,5.26
2024.0,1,CEA,Bachelor of Science in Mechanical Engineering,4th Year,4,Good,59,133,44.36
2024.0,2,CEA,Bachelor of Science in Mechanical Engineering,4th Year,4,Average,36,129,27.91
2024.0,2,CEA,Bachelor of Science in Mechanical Engineering,4th Year,4,Below Average,6,129,4.65
2024.0,2,CEA,Bachelor of Science in Mechanical Engineering,4th Year,4,Excellent,10,129,7.75
2024.0,2,CEA,Bachelor of Science in Mechanical Engineering,4th Year,4,Failing,3,129,2.33
2024.0,2,CEA,Bachelor of Science in Mechanical Engineering,4th Year,4,Good,74,129,57.36
2023.0,1,CEA,Bachelor of Science in Railway Engineering,1st Year,1,Average,4,38,10.53
2023.0,1,CEA,Bachelor of Science in Railway Engineering,1st Year,1,Below Average,1,38,2.63
2023.0,1,CEA,Bachelor of Science in Railway Engineering,1st Year,1,Excellent,14,38,36.84
2023.0,1,CEA,Bachelor of Science in Railway Engineering,1st Year,1,Good,19,38,50.0
2023.0,2,CEA,Bachelor of Science in Railway Engineering,1st Year,1,Average,1,38,2.63
2023.0,2,CEA,Bachelor of Science in Railway Engineering,1st Year,1,Below Average,1,38,2.63
2023.0,2,CEA,Bachelor of Science in Railway Engineering,1st Year,1,Excellent,15,38,39.47
2023.0,2,CEA,Bachelor of Science in Railway Engineering,1st Year,1,Failing,1,38,2.63
2023.0,2,CEA,Bachelor of Science in Railway Engineering,1st Year,1,Good,20,38,52.63
2024.0,1,CEA,Bachelor of Science in Railway Engineering,2nd Year,2,Failing,1,2,50.0
2024.0,1,CEA,Bachelor of Science in Railway Engineering,2nd Year,2,Good,1,2,50.0
2022.0,1,COAS,Bachelor of Arts in Communication,Irregular,-1,Average,2,11,18.18
2022.0,1,COAS,Bachelor of Arts in Communication,Irregular,-1,Below Average,1,11,9.09
2022.0,1,COAS,Bachelor of Arts in Communication,Irregular,-1,Excellent,4,11,36.36
2022.0,1,COAS,Bachelor of Arts in Communication,Irregular,-1,Good,4,11,36.36
2022.0,2,COAS,Bachelor of Arts in Communication,Irregular,-1,Average,3,12,25.0
2022.0,2,COAS,Bachelor of Arts in Communication,Irregular,-1,Below Average,1,12,8.33
2022.0,2,COAS,Bachelor of Arts in Communication,Irregular,-1,Excellent,4,12,33.33
2022.0,2,COAS,Bachelor of Arts in Communication,Irregular,-1,Good,4,12,33.33
2023.0,1,COAS,Bachelor of Arts in Communication,Irregular,-1,Excellent,9,13,69.23
2023.0,1,COAS,Bachelor of Arts in Communication,Irregular,-1,Failing,1,13,7.69
2023.0,1,COAS,Bachelor of Arts in Communication,Irregular,-1,Good,3,13,23.08
2023.0,2,COAS,Bachelor of Arts in Communication,Irregular,-1,Excellent,5,12,41.67
2023.0,2,COAS,Bachelor of Arts in Communication,Irregular,-1,Good,7,12,58.33
2024.0,1,COAS,Bachelor of Arts in Communication,Irregular,-1,Below Average,1,22,4.55
2024.0,1,COAS,Bachelor of Arts in Communication,Irregular,-1,Excellent,8,22,36.36
2024.0,1,COAS,Bachelor of Arts in Communication,Irregular,-1,Failing,4,22,18.18
2024.0,1,COAS,Bachelor of Arts in Communication,Irregular,-1,Good,9,22,40.91
2024.0,2,COAS,Bachelor of Arts in Communication,Irregular,-1,Average,1,20,5.0
2024.0,2,COAS,Bachelor of Arts in Communication,Irregular,-1,Excellent,5,20,25.0
2024.0,2,COAS,Bachelor of Arts in Communication,Irregular,-1,Failing,2,20,10.0
2024.0,2,COAS,Bachelor of Arts in Communication,Irregular,-1,Good,12,20,60.0
2022.0,1,COAS,Bachelor of Arts in Communication,1st Year,1,Average,19,143,13.29
2022.0,1,COAS,Bachelor of Arts in Communication,1st Year,1,Below Average,12,143,8.39
2022.0,1,COAS,Bachelor of Arts in Communication,1st Year,1,Excellent,27,143,18.88
2022.0,1,COAS,Bachelor of Arts in Communication,1st Year,1,Failing,10,143,6.99
2022.0,1,COAS,Bachelor of Arts in Communication,1st Year,1,Good,75,143,52.45
2022.0,2,COAS,Bachelor of Arts in Communication,1st Year,1,Average,13,138,9.42
2022.0,2,COAS,Bachelor of Arts in Communication,1st Year,1,Below Average,1,138,0.72
2022.0,2,COAS,Bachelor of Arts in Communication,1st Year,1,Excellent,61,138,44.2
2022.0,2,COAS,Bachelor of Arts in Communication,1st Year,1,Failing,7,138,5.07
2022.0,2,COAS,Bachelor of Arts in Communication,1st Year,1,Good,56,138,40.58
2023.0,1,COAS,Bachelor of Arts in Communication,1st Year,1,Average,2,74,2.7
2023.0,1,COAS,Bachelor of Arts in Communication,1st Year,1,Excellent,29,74,39.19
2023.0,1,COAS,Bachelor of Arts in Communication,1st Year,1,Failing,7,74,9.46
2023.0,1,COAS,Bachelor of Arts in Communication,1st Year,1,Good,36,74,48.65
2023.0,2,COAS,Bachelor of Arts in Communication,1st Year,1,Average,2,66,3.03
2023.0,2,COAS,Bachelor of Arts in Communication,1st Year,1,Below Average,1,66,1.52
2023.0,2,COAS,Bachelor of Arts in Communication,1st Year,1,Excellent,48,66,72.73
2023.0,2,COAS,Bachelor of Arts in Communication,1st Year,1,Good,15,66,22.73
2024.0,1,COAS,Bachelor of Arts in Communication,1st Year,1,Average,3,94,3.19
2024.0,1,COAS,Bachelor of Arts in Communication,1st Year,1,Below Average,6,94,6.38
2024.0,1,COAS,Bachelor of Arts in Communication,1st Year,1,Excellent,43,94,45.74
2024.0,1,COAS,Bachelor of Arts in Communication,1st Year,1,Failing,9,94,9.57
2024.0,1,COAS,Bachelor of Arts in Communication,1st Year,1,Good,33,94,35.11
2024.0,2,COAS,Bachelor of Arts in Communication,1st Year,1,Average,7,89,7.87
2024.0,2,COAS,Bachelor of Arts in Communication,1st Year,1,Below Average,3,89,3.37
2024.0,2,COAS,Bachelor of Arts in Communication,1st Year,1,Excellent,47,89,52.81
2024.0,2,COAS,Bachelor of Arts in Communication,1st Year,1,Failing,4,89,4.49
2024.0,2,COAS,Bachelor of Arts in Communication,1st Year,1,Good,28,89,31.46
2022.0,1,COAS,Bachelor of Arts in Communication,2nd Year,2,Average,12,80,15.0
2022.0,1,COAS,Bachelor of Arts in Communication,2nd Year,2,Below Average,6,80,7.5
2022.0,1,COAS,Bachelor of Arts in Communication,2nd Year,2,Excellent,19,80,23.75
2022.0,1,COAS,Bachelor of Arts in Communication,2nd Year,2,Failing,2,80,2.5
2022.0,1,COAS,Bachelor of Arts in Communication,2nd Year,2,Good,41,80,51.25
2022.0,2,COAS,Bachelor of Arts in Communication,2nd Year,2,Average,9,80,11.25
2022.0,2,COAS,Bachelor of Arts in Communication,2nd Year,2,Below Average,2,80,2.5
2022.0,2,COAS,Bachelor of Arts in Communication,2nd Year,2,Excellent,12,80,15.0
2022.0,2,COAS,Bachelor of Arts in Communication,2nd Year,2,Good,57,80,71.25
2023.0,1,COAS,Bachelor of Arts in Communication,2nd Year,2,Average,21,135,15.56
2023.0,1,COAS,Bachelor of Arts in Communication,2nd Year,2,Below Average,7,135,5.19
2023.0,1,COAS,Bachelor of Arts in Communication,2nd Year,2,Excellent,23,135,17.04
2023.0,1,COAS,Bachelor of Arts in Communication,2nd Year,2,Failing,5,135,3.7
2023.0,1,COAS,Bachelor of Arts in Communication,2nd Year,2,Good,79,135,58.52
2023.0,2,COAS,Bachelor of Arts in Communication,2nd Year,2,Average,18,133,13.53
2023.0,2,COAS,Bachelor of Arts in Communication,2nd Year,2,Below Average,7,133,5.26
2023.0,2,COAS,Bachelor of Arts in Communication,2nd Year,2,Excellent,23,133,17.29
2023.0,2,COAS,Bachelor of Arts in Communication,2nd Year,2,Failing,3,133,2.26
2023.0,2,COAS,Bachelor of Arts in Communication,2nd Year,2,Good,82,133,61.65
2024.0,1,COAS,Bachelor of Arts in Communication,2nd Year,2,Average,3,69,4.35
2024.0,1,COAS,Bachelor of Arts in Communication,2nd Year,2,Below Average,2,69,2.9
2024.0,1,COAS,Bachelor of Arts in Communication,2nd Year,2,Excellent,45,69,65.22
2024.0,1,COAS,Bachelor of Arts in Communication,2nd Year,2,Failing,2,69,2.9
2024.0,1,COAS,Bachelor of Arts in Communication,2nd Year,2,Good,17,69,24.64
2024.0,2,COAS,Bachelor of Arts in Communication,2nd Year,2,Average,2,67,2.99
2024.0,2,COAS,Bachelor of Arts in Communication,2nd Year,2,Below Average,3,67,4.48
2024.0,2,COAS,Bachelor of Arts in Communication,2nd Year,2,Excellent,45,67,67.16
2024.0,2,COAS,Bachelor of Arts in Communication,2nd Year,2,Failing,1,67,1.49
2024.0,2,COAS,Bachelor of Arts in Communication,2nd Year,2,Good,16,67,23.88
2022.0,1,COAS,Bachelor of Arts in Communication,3rd Year,3,Average,3,68,4.41
2022.0,1,COAS,Bachelor of Arts in Communication,3rd Year,3,Excellent,39,68,57.35
2022.0,1,COAS,Bachelor of Arts in Communication,3rd Year,3,Failing,3,68,4.41
2022.0,1,COAS,Bachelor of Arts in Communication,3rd Year,3,Good,23,68,33.82
2022.0,2,COAS,Bachelor of Arts in Communication,3rd Year,3,Average,2,67,2.99
2022.0,2,COAS,Bachelor of Arts in Communication,3rd Year,3,Below Average,1,67,1.49
2022.0,2,COAS,Bachelor of Arts in Communication,3rd Year,3,Excellent,31,67,46.27
2022.0,2,COAS,Bachelor of Arts in Communication,3rd Year,3,Good,33,67,49.25
2023.0,1,COAS,Bachelor of Arts in Communication,3rd Year,3,Average,2,79,2.53
2023.0,1,COAS,Bachelor of Arts in Communication,3rd Year,3,Below Average,1,79,1.27
2023.0,1,COAS,Bachelor of Arts in Communication,3rd Year,3,Excellent,50,79,63.29
2023.0,1,COAS,Bachelor of Arts in Communication,3rd Year,3,Failing,1,79,1.27
2023.0,1,COAS,Bachelor of Arts in Communication,3rd Year,3,Good,25,79,31.65
2023.0,2,COAS,Bachelor of Arts in Communication,3rd Year,3,Average,8,79,10.13
2023.0,2,COAS,Bachelor of Arts in Communication,3rd Year,3,Below Average,2,79,2.53
2023.0,2,COAS,Bachelor of Arts in Communication,3rd Year,3,Excellent,15,79,18.99
2023.0,2,COAS,Bachelor of Arts in Communication,3rd Year,3,Failing,4,79,5.06
2023.0,2,COAS,Bachelor of Arts in Communication,3rd Year,3,Good,50,79,63.29
2024.0,1,COAS,Bachelor of Arts in Communication,3rd Year,3,Average,10,136,7.35
2024.0,1,COAS,Bachelor of Arts in Communication,3rd Year,3,Below Average,6,136,4.41
2024.0,1,COAS,Bachelor of Arts in Communication,3rd Year,3,Excellent,23,136,16.91
2024.0,1,COAS,Bachelor of Arts in Communication,3rd Year,3,Failing,8,136,5.88
2024.0,1,COAS,Bachelor of Arts in Communication,3rd Year,3,Good,89,136,65.44
2024.0,2,COAS,Bachelor of Arts in Communication,3rd Year,3,Average,14,127,11.02
2024.0,2,COAS,Bachelor of Arts in Communication,3rd Year,3,Below Average,5,127,3.94
2024.0,2,COAS,Bachelor of Arts in Communication,3rd Year,3,Excellent,23,127,18.11
2024.0,2,COAS,Bachelor of Arts in Communication,3rd Year,3,Failing,10,127,7.87
2024.0,2,COAS,Bachelor of Arts in Communication,3rd Year,3,Good,75,127,59.06
2022.0,1,COAS,Bachelor of Arts in Communication,4th Year,4,Average,1,73,1.37
2022.0,1,COAS,Bachelor of Arts in Communication,4th Year,4,Excellent,61,73,83.56
2022.0,1,COAS,Bachelor of Arts in Communication,4th Year,4,Good,11,73,15.07
2022.0,2,COAS,Bachelor of Arts in Communication,4th Year,4,Average,6,74,8.11
2022.0,2,COAS,Bachelor of Arts in Communication,4th Year,4,Excellent,40,74,54.05
2022.0,2,COAS,Bachelor of Arts in Communication,4th Year,4,Good,28,74,37.84
2023.0,1,COAS,Bachelor of Arts in Communication,4th Year,4,Average,1,71,1.41
2023.0,1,COAS,Bachelor of Arts in Communication,4th Year,4,Excellent,49,71,69.01
2023.0,1,COAS,Bachelor of Arts in Communication,4th Year,4,Failing,2,71,2.82
2023.0,1,COAS,Bachelor of Arts in Communication,4th Year,4,Good,19,71,26.76
2023.0,2,COAS,Bachelor of Arts in Communication,4th Year,4,Average,9,70,12.86
2023.0,2,COAS,Bachelor of Arts in Communication,4th Year,4,Below Average,1,70,1.43
2023.0,2,COAS,Bachelor of Arts in Communication,4th Year,4,Excellent,27,70,38.57
2023.0,2,COAS,Bachelor of Arts in Communication,4th Year,4,Good,33,70,47.14
2024.0,1,COAS,Bachelor of Arts in Communication,4th Year,4,Average,2,78,2.56
2024.0,1,COAS,Bachelor of Arts in Communication,4th Year,4,Excellent,54,78,69.23
2024.0,1,COAS,Bachelor of Arts in Communication,4th Year,4,Failing,1,78,1.28
2024.0,1,COAS,Bachelor of Arts in Communication,4th Year,4,Good,21,78,26.92
2024.0,2,COAS,Bachelor of Arts in Communication,4th Year,4,Average,8,78,10.26
2024.0,2,COAS,Bachelor of Arts in Communication,4th Year,4,Below Average,3,78,3.85
2024.0,2,COAS,Bachelor of Arts in Communication,4th Year,4,Excellent,32,78,41.03
2024.0,2,COAS,Bachelor of Arts in Communication,4th Year,4,Failing,2,78,2.56
2024.0,2,COAS,Bachelor of Arts in Communication,4th Year,4,Good,33,78,42.31
2023.0,1,COAS,Bachelor of Science in Development Communication,1st Year,1,Average,1,11,9.09
2023.0,1,COAS,Bachelor of Science in Development Communication,1st Year,1,Excellent,4,11,36.36
2023.0,1,COAS,Bachelor of Science in Development Communication,1st Year,1,Failing,2,11,18.18
2023.0,1,COAS,Bachelor of Science in Development Communication,1st Year,1,Good,4,11,36.36
2023.0,2,COAS,Bachelor of Science in Development Communication,1st Year,1,Excellent,8,9,88.89
2023.0,2,COAS,Bachelor of Science in Development Communication,1st Year,1,Good,1,9,11.11
2022.0,1,CTEC,Bachelor of Science in Industrial Technology,Irregular,-1,Average,31,103,30.1
2022.0,1,CTEC,Bachelor of Science in Industrial Technology,Irregular,-1,Below Average,5,103,4.85
2022.0,1,CTEC,Bachelor of Science in Industrial Technology,Irregular,-1,Excellent,27,103,26.21
2022.0,1,CTEC,Bachelor of Science in Industrial Technology,Irregular,-1,Failing,14,103,13.59
2022.0,1,CTEC,Bachelor of Science in Industrial Technology,Irregular,-1,Good,26,103,25.24
2022.0,2,CTEC,Bachelor of Science in Industrial Technology,Irregular,-1,Average,15,95,15.79
2022.0,2,CTEC,Bachelor of Science in Industrial Technology,Irregular,-1,Below Average,8,95,8.42
2022.0,2,CTEC,Bachelor of Science in Industrial Technology,Irregular,-1,Excellent,25,95,26.32
2022.0,2,CTEC,Bachelor of Science in Industrial Technology,Irregular,-1,Failing,9,95,9.47
2022.0,2,CTEC,Bachelor of Science in Industrial Technology,Irregular,-1,Good,38,95,40.0
2023.0,1,CTEC,Bachelor of Science in Industrial Technology,Irregular,-1,Average,19,110,17.27
2023.0,1,CTEC,Bachelor of Science in Industrial Technology,Irregular,-1,Below Average,1,110,0.91
2023.0,1,CTEC,Bachelor of Science in Industrial Technology,Irregular,-1,Excellent,30,110,27.27
2023.0,1,CTEC,Bachelor of Science in Industrial Technology,Irregular,-1,Failing,6,110,5.45
2023.0,1,CTEC,Bachelor of Science in Industrial Technology,Irregular,-1,Good,54,110,49.09
2023.0,2,CTEC,Bachelor of Science in Industrial Technology,Irregular,-1,Average,17,99,17.17
2023.0,2,CTEC,Bachelor of Science in Industrial Technology,Irregular,-1,Below Average,3,99,3.03
2023.0,2,CTEC,Bachelor of Science in Industrial Technology,Irregular,-1,Excellent,34,99,34.34
2023.0,2,CTEC,Bachelor of Science in Industrial Technology,Irregular,-1,Failing,3,99,3.03
2023.0,2,CTEC,Bachelor of Science in Industrial Technology,Irregular,-1,Good,42,99,42.42
2024.0,1,CTEC,Bachelor of Science in Industrial Technology,Irregular,-1,Average,14,76,18.42
2024.0,1,CTEC,Bachelor of Science in Industrial Technology,Irregular,-1,Excellent,35,76,46.05
2024.0,1,CTEC,Bachelor of Science in Industrial Technology,Irregular,-1,Failing,8,76,10.53
2024.0,1,CTEC,Bachelor of Science in Industrial Technology,Irregular,-1,Good,19,76,25.0
2024.0,2,CTEC,Bachelor of Science in Industrial Technology,Irregular,-1,Average,9,74,12.16
2024.0,2,CTEC,Bachelor of Science in Industrial Technology,Irregular,-1,Below Average,6,74,8.11
2024.0,2,CTEC,Bachelor of Science in Industrial Technology,Irregular,-1,Excellent,29,74,39.19
2024.0,2,CTEC,Bachelor of Science in Industrial Technology,Irregular,-1,Failing,2,74,2.7
2024.0,2,CTEC,Bachelor of Science in Industrial Technology,Irregular,-1,Good,28,74,37.84
2022.0,1,CTEC,Bachelor of Science in Industrial Technology,1st Year,1,Average,117,277,42.24
2022.0,1,CTEC,Bachelor of Science in Industrial Technology,1st Year,1,Below Average,18,277,6.5
2022.0,1,CTEC,Bachelor of Science in Industrial Technology,1st Year,1,Excellent,1,277,0.36
2022.0,1,CTEC,Bachelor of Science in Industrial Technology,1st Year,1,Failing,24,277,8.66
2022.0,1,CTEC,Bachelor of Science in Industrial Technology,1st Year,1,Good,117,277,42.24
2022.0,2,CTEC,Bachelor of Science in Industrial Technology,1st Year,1,Average,111,259,42.86
2022.0,2,CTEC,Bachelor of Science in Industrial Technology,1st Year,1,Below Average,24,259,9.27
2022.0,2,CTEC,Bachelor of Science in Industrial Technology,1st Year,1,Excellent,2,259,0.77
2022.0,2,CTEC,Bachelor of Science in Industrial Technology,1st Year,1,Failing,24,259,9.27
2022.0,2,CTEC,Bachelor of Science in Industrial Technology,1st Year,1,Good,98,259,37.84
2023.0,1,CTEC,Bachelor of Science in Industrial Technology,1st Year,1,Average,168,590,28.47
2023.0,1,CTEC,Bachelor of Science in Industrial Technology,1st Year,1,Below Average,58,590,9.83
2023.0,1,CTEC,Bachelor of Science in Industrial Technology,1st Year,1,Excellent,13,590,2.2
2023.0,1,CTEC,Bachelor of Science in Industrial Technology,1st Year,1,Failing,107,590,18.14
2023.0,1,CTEC,Bachelor of Science in Industrial Technology,1st Year,1,Good,244,590,41.36
2023.0,2,CTEC,Bachelor of Science in Industrial Technology,1st Year,1,Average,147,509,28.88
2023.0,2,CTEC,Bachelor of Science in Industrial Technology,1st Year,1,Below Average,31,509,6.09
2023.0,2,CTEC,Bachelor of Science in Industrial Technology,1st Year,1,Excellent,36,509,7.07
2023.0,2,CTEC,Bachelor of Science in Industrial Technology,1st Year,1,Failing,62,509,12.18
2023.0,2,CTEC,Bachelor of Science in Industrial Technology,1st Year,1,Good,233,509,45.78
2024.0,1,CTEC,Bachelor of Science in Industrial Technology,1st Year,1,Average,182,587,31.01
2024.0,1,CTEC,Bachelor of Science in Industrial Technology,1st Year,1,Below Average,42,587,7.16
2024.0,1,CTEC,Bachelor of Science in Industrial Technology,1st Year,1,Excellent,19,587,3.24
2024.0,1,CTEC,Bachelor of Science in Industrial Technology,1st Year,1,Failing,67,587,11.41
2024.0,1,CTEC,Bachelor of Science in Industrial Technology,1st Year,1,Good,277,587,47.19
2024.0,2,CTEC,Bachelor of Science in Industrial Technology,1st Year,1,Average,105,525,20.0
2024.0,2,CTEC,Bachelor of Science in Industrial Technology,1st Year,1,Below Average,31,525,5.9
2024.0,2,CTEC,Bachelor of Science in Industrial Technology,1st Year,1,Excellent,46,525,8.76
2024.0,2,CTEC,Bachelor of Science in Industrial Technology,1st Year,1,Failing,47,525,8.95
2024.0,2,CTEC,Bachelor of Science in Industrial Technology,1st Year,1,Good,296,525,56.38
2022.0,1,CTEC,Bachelor of Science in Industrial Technology,2nd Year,2,Average,100,204,49.02
2022.0,1,CTEC,Bachelor of Science in Industrial Technology,2nd Year,2,Below Average,15,204,7.35
2022.0,1,CTEC,Bachelor of Science in Industrial Technology,2nd Year,2,Excellent,2,204,0.98
2022.0,1,CTEC,Bachelor of Science in Industrial Technology,2nd Year,2,Failing,11,204,5.39
2022.0,1,CTEC,Bachelor of Science in Industrial Technology,2nd Year,2,Good,76,204,37.25
